"Id del Producto";"Referencia del Producto";"Atributo (Nombre:Tipo:Posicion)*";"Valor (Valor:Posicion)*";"Ref proveedor";"Referencia";"EAN13";"UPC";"MPN";"Precio de coste";"Impacto en el precio";"Ecotasa";"Cantidad";"Cantidad minima";"Nivel de stock bajo";"Enviame un mensaje de correo electronico";"Impacto en el peso";"Predeterminado (0=No, 1=Si)";"Fecha de disponibilidad de la combinacion";"Elegir entre imagenes de productos por posicion(1,2,3)";"URLs de las imagenes(x,y,z...)";"Textos alternativos de imagen(x,y,z...)";"Id / Nombre de la tienda"
97;"";"Medida:select:0,Acabado:select:1,Espejo:select:2";"60 cm:0,Beige nature:1,Espejo oferta del pack:2";"";"C0072363";"8414623360861";"";"";"";85.01;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/1a3ba7f8-4acc-4458-914c-9747f51e479a/Vitale_80_3C_FondoReducido_BeigeNature_Spirit_Murano_Lucce_1675257972.958036";"";1
97;"";"Medida:select:0,Acabado:select:1,Espejo:select:2";"80 cm:0,Gris nature:1,Espejo oferta del pack:2";"";"C0072371";"8414623360946";"";"";"";136.01;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/1a3ba7f8-4acc-4458-914c-9747f51e479a/Vitale_80_3C_FondoReducido_BeigeNature_Spirit_Murano_Lucce_1675257972.958036";"";1
97;"";"Medida:select:0,Acabado:select:1,Espejo:select:2";"60 cm:0,Blanco mate:1,Espejo oferta del pack:2";"";"C0076669";"8414623604217";"";"";"";85.01;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/1a3ba7f8-4acc-4458-914c-9747f51e479a/Vitale_80_3C_FondoReducido_BeigeNature_Spirit_Murano_Lucce_1675257972.958036";"";1
97;"";"Medida:select:0,Acabado:select:1,Espejo:select:2";"60 cm:0,Arena mate:1,Espejo oferta del pack:2";"";"C0076668";"8414623604224";"";"";"";85.01;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/1a3ba7f8-4acc-4458-914c-9747f51e479a/Vitale_80_3C_FondoReducido_BeigeNature_Spirit_Murano_Lucce_1675257972.958036";"";1
97;"";"Medida:select:0,Acabado:select:1,Espejo:select:2";"60 cm:0,Gris nature:1,Espejo oferta del pack:2";"";"C0072366";"8414623360892";"";"";"";85.01;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/1a3ba7f8-4acc-4458-914c-9747f51e479a/Vitale_80_3C_FondoReducido_BeigeNature_Spirit_Murano_Lucce_1675257972.958036";"";1
97;"";"Medida:select:0,Acabado:select:1,Espejo:select:2";"80 cm:0,Blanco nature:1,Espejo oferta del pack:2";"";"C0072372";"8414623360953";"";"";"";136.01;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/1a3ba7f8-4acc-4458-914c-9747f51e479a/Vitale_80_3C_FondoReducido_BeigeNature_Spirit_Murano_Lucce_1675257972.958036";"";1
97;"";"Medida:select:0,Acabado:select:1,Espejo:select:2";"60 cm:0,Gris nature:1,Sin espejo / ver otras opciones en complementos:2";"";"C0072376";"8414623360991";"";"";"";0.0;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/1a3ba7f8-4acc-4458-914c-9747f51e479a/Vitale_80_3C_FondoReducido_BeigeNature_Spirit_Murano_Lucce_1675257972.958036";"";1
97;"";"Medida:select:0,Acabado:select:1,Espejo:select:2";"80 cm:0,Beige nature:1,Espejo oferta del pack:2";"";"C0072368";"8414623360915";"";"";"";136.01;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/1a3ba7f8-4acc-4458-914c-9747f51e479a/Vitale_80_3C_FondoReducido_BeigeNature_Spirit_Murano_Lucce_1675257972.958036";"";1
97;"";"Medida:select:0,Acabado:select:1,Espejo:select:2";"60 cm:0,Azul Navy mate:1,Espejo oferta del pack:2";"";"C0076670";"8414623604200";"";"";"";85.01;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/1a3ba7f8-4acc-4458-914c-9747f51e479a/Vitale_80_3C_FondoReducido_BeigeNature_Spirit_Murano_Lucce_1675257972.958036";"";1
97;"";"Medida:select:0,Acabado:select:1,Espejo:select:2";"80 cm:0,Blanco brillo:1,Espejo oferta del pack:2";"";"C0072369";"8414623360922";"";"";"";136.01;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/1a3ba7f8-4acc-4458-914c-9747f51e479a/Vitale_80_3C_FondoReducido_BeigeNature_Spirit_Murano_Lucce_1675257972.958036";"";1
97;"";"Medida:select:0,Acabado:select:1,Espejo:select:2";"60 cm:0,Blanco mate:1,Sin espejo / ver otras opciones en complementos:2";"";"C0076672";"8414623604187";"";"";"";0.0;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/1a3ba7f8-4acc-4458-914c-9747f51e479a/Vitale_80_3C_FondoReducido_BeigeNature_Spirit_Murano_Lucce_1675257972.958036";"";1
97;"";"Medida:select:0,Acabado:select:1,Espejo:select:2";"60 cm:0,Azul Navy mate:1,Sin espejo / ver otras opciones en complementos:2";"";"C0076673";"8414623604170";"";"";"";0.0;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/1a3ba7f8-4acc-4458-914c-9747f51e479a/Vitale_80_3C_FondoReducido_BeigeNature_Spirit_Murano_Lucce_1675257972.958036";"";1
97;"";"Medida:select:0,Acabado:select:1,Espejo:select:2";"80 cm:0,Blanco nature:1,Sin espejo / ver otras opciones en complementos:2";"";"C0072382";"8414623361059";"";"";"";46.0;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/1a3ba7f8-4acc-4458-914c-9747f51e479a/Vitale_80_3C_FondoReducido_BeigeNature_Spirit_Murano_Lucce_1675257972.958036";"";1
97;"";"Medida:select:0,Acabado:select:1,Espejo:select:2";"60 cm:0,Blanco nature:1,Sin espejo / ver otras opciones en complementos:2";"";"C0072377";"8414623361004";"";"";"";0.0;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/1a3ba7f8-4acc-4458-914c-9747f51e479a/Vitale_80_3C_FondoReducido_BeigeNature_Spirit_Murano_Lucce_1675257972.958036";"";1
97;"";"Medida:select:0,Acabado:select:1,Espejo:select:2";"80 cm:0,Blanco mate:1,Espejo oferta del pack:2";"";"C0076675";"8414623604156";"";"";"";136.01;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/1a3ba7f8-4acc-4458-914c-9747f51e479a/Vitale_80_3C_FondoReducido_BeigeNature_Spirit_Murano_Lucce_1675257972.958036";"";1
97;"";"Medida:select:0,Acabado:select:1,Espejo:select:2";"80 cm:0,Azul Navy mate:1,Espejo oferta del pack:2";"";"1244";"8414623604149";"";"";"";136.01;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/1a3ba7f8-4acc-4458-914c-9747f51e479a/Vitale_80_3C_FondoReducido_BeigeNature_Spirit_Murano_Lucce_1675257972.958036";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"60 cm:0,Arena mate:1,Espejo oferta del pack:2";"";"C0076608";"8414623604828";"";"";"";85.0;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"60 cm:0,Azul Navy mate:1,Espejo oferta del pack:2";"";"C0076610";"8414623604804";"";"";"";85.0;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"120 cm:0,Blanco nature:1,Espejo oferta del pack:2";"";"C0072394";"8414623357571";"";"";"";557.03;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"120 cm:0,Beige nature:1,Sin espejo / ver otras opciones en complementos:2";"";"C0072609";"8414623358158";"";"";"";452.03;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"120 cm:0,Beige nature:1,Espejo oferta del pack:2";"";"C0072601";"8414623357533";"";"";"";557.03;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"120 cm:0,Gris nature:1,Sin espejo / ver otras opciones en complementos:2";"";"C0072405";"8414623358189";"";"";"";452.03;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"120 cm:0,Gris nature:1,Espejo oferta del pack:2";"";"C0072393";"8414623357564";"";"";"";557.03;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"120 cm:0,Arena mate:1,Sin espejo / ver otras opciones en complementos:2";"";"C0076629";"8414623604613";"";"";"";452.03;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"120 cm:0,Blanco mate:1,Sin espejo / ver otras opciones en complementos:2";"";"C0076630";"8414623604606";"";"";"";452.03;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"100 cm:0,Blanco mate:1,Espejo oferta del pack:2";"";"C0076621";"8414623604699";"";"";"";224.01;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"60 cm:0,Azul Navy mate:1,Sin espejo / ver otras opciones en complementos:2";"";"C0076613";"8414623604774";"";"";"";0.0;0;100;1;"";"";0;1;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"60 cm:0,Arena mate:1,Sin espejo / ver otras opciones en complementos:2";"";"C0076611";"8414623604798";"";"";"";0.0;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"60 cm:0,Blanco mate:1,Espejo oferta del pack:2";"";"C0076609";"8414623604811";"";"";"";85.0;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"100 cm:0,Gris nature:1,Espejo oferta del pack:2";"";"C0072390";"8414623357519";"";"";"";224.01;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"100 cm:0,Azul Navy mate:1,Espejo oferta del pack:2";"";"C0076622";"8414623604682";"";"";"";224.01;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"80 cm:0,Blanco brillo:1,Sin espejo / ver otras opciones en complementos:2";"";"C0072606";"8414623358066";"";"";"";46.0;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"120 cm:0,Blanco brillo:1,Sin espejo / ver otras opciones en complementos:2";"";"C0072610";"8414623358165";"";"";"";452.03;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"120 cm:0,Blanco nature:1,Sin espejo / ver otras opciones en complementos:2";"";"C0072406";"8414623358196";"";"";"";452.03;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"100 cm:0,Arena mate:1,Espejo oferta del pack:2";"";"C0076620";"8414623604705";"";"";"";224.01;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"80 cm:0,Blanco nature:1,Espejo oferta del pack:2";"";"C0072388";"8414623357472";"";"";"";138.01;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"60 cm:0,Blanco nature:1,Sin espejo / ver otras opciones en complementos:2";"";"C0072397";"8414623358042";"";"";"";0.0;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"100 cm:0,Blanco brillo:1,Sin espejo / ver otras opciones en complementos:2";"";"C0072608";"8414623358110";"";"";"";119.0;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"60 cm:0,Beige nature:1,Sin espejo / ver otras opciones en complementos:2";"";"C0072603";"8414623358004";"";"";"";0.0;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"60 cm:0,Gris nature:1,Sin espejo / ver otras opciones en complementos:2";"";"C0072396";"8414623358035";"";"";"";0.0;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"60 cm:0,Blanco nature:1,Espejo oferta del pack:2";"";"C0072385";"8414623357427";"";"";"";85.0;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"100 cm:0,Beige nature:1,Sin espejo / ver otras opciones en complementos:2";"";"C0072607";"8414623358103";"";"";"";119.0;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"120 cm:0,Azul Navy mate:1,Espejo oferta del pack:2";"";"C0076628";"8414623604620";"";"";"";557.03;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"100 cm:0,Blanco mate:1,Sin espejo / ver otras opciones en complementos:2";"";"C0076624";"8414623604668";"";"";"";119.0;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"60 cm:0,Blanco mate:1,Sin espejo / ver otras opciones en complementos:2";"";"C0076612";"8414623604781";"";"";"";0.0;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"80 cm:0,Blanco mate:1,Espejo oferta del pack:2";"";"C0076615";"8414623604750";"";"";"";138.01;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"120 cm:0,Azul Navy mate:1,Sin espejo / ver otras opciones en complementos:2";"";"C0076631";"8414623604590";"";"";"";452.03;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"60 cm:0,Blanco brillo:1,Sin espejo / ver otras opciones en complementos:2";"";"C0072604";"8414623358011";"";"";"";0.0;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"100 cm:0,Blanco nature:1,Espejo oferta del pack:2";"";"C0072391";"8414623357526";"";"";"";224.01;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"100 cm:0,Gris nature:1,Sin espejo / ver otras opciones en complementos:2";"";"C0072402";"8414623358134";"";"";"";119.0;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"80 cm:0,Blanco nature:1,Sin espejo / ver otras opciones en complementos:2";"";"C0072400";"8414623358097";"";"";"";46.0;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"80 cm:0,Blanco brillo:1,Espejo oferta del pack:2";"";"C0072598";"8414623357441";"";"";"";138.01;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"80 cm:0,Gris nature:1,Espejo oferta del pack:2";"";"C0072387";"8414623357465";"";"";"";138.01;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"100 cm:0,Blanco brillo:1,Espejo oferta del pack:2";"";"C0072600";"8414623357496";"";"";"";224.01;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"60 cm:0,Beige nature:1,Espejo oferta del pack:2";"";"C0072595";"8414623357380";"";"";"";85.0;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"100 cm:0,Arena mate:1,Sin espejo / ver otras opciones en complementos:2";"";"C0076623";"8414623604675";"";"";"";119.0;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"120 cm:0,Arena mate:1,Espejo oferta del pack:2";"";"C0076626";"8414623604644";"";"";"";557.03;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"100 cm:0,Beige nature:1,Espejo oferta del pack:2";"";"C0072599";"8414623357489";"";"";"";224.01;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"100 cm:0,Azul Navy mate:1,Sin espejo / ver otras opciones en complementos:2";"";"C0076625";"8414623604651";"";"";"";119.0;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"120 cm:0,Blanco mate:1,Espejo oferta del pack:2";"";"C0076627";"8414623604637";"";"";"";557.03;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"80 cm:0,Arena mate:1,Espejo oferta del pack:2";"";"C0076614";"8414623604767";"";"";"";138.01;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"120 cm:0,Blanco brillo:1,Espejo oferta del pack:2";"";"C0072602";"8414623357540";"";"";"";557.03;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"80 cm:0,Beige nature:1,Sin espejo / ver otras opciones en complementos:2";"";"C0072605";"8414623358059";"";"";"";46.0;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
98;"";"Medida:select:0,Opción 2:select:1,Espejo:select:2";"80 cm:0,Beige nature:1,Espejo oferta del pack:2";"";"C0072597";"8414623357434";"";"";"";138.01;0;100;1;"";"";0;0;"";1;"https://cdn.todomueblesdebano.com/image/upload/f_auto%2Cq_auto/v1/products/7a8148bc-fabe-4892-a518-523185dfbbfe/VITALE_100_2C_Blanco_Slim_lua_1668441649.7766387";"";1
