Marca,Coleccion,Nombre,Subtitulo,Referencia,Precio Actual,Precio Antiguo,Descuento,Combinaciones (JSON),Enlace
Royo Group,Colección Easy,Conjunto mueble de baño Royo Easy,2 cajones suspendido con lavabo de cerámica Enzo,REF: C0071197,"244,75€","370,83€",34%DTO,"{""Elige color"": [{""nombre"": ""Lacado Blanco brillo"", ""subtitulo"": """", ""precio_extra"": ""N/A""}, {""nombre"": ""Nogal arenado"", ""subtitulo"": """", ""precio_extra"": ""N/A""}, {""nombre"": ""Wengue arenado"", ""subtitulo"": """", ""precio_extra"": ""N/A""}, {""nombre"": ""Lacado Antracita brillo"", ""subtitulo"": """", ""precio_extra"": ""N/A""}], ""Elige medida de ancho"": [{""nombre"": ""60 cm"", ""subtitulo"": """", ""precio_extra"": ""N/A""}, {""nombre"": ""70 cm"", ""subtitulo"": """", ""precio_extra"": ""N/A""}, {""nombre"": ""80 cm"", ""subtitulo"": """", ""precio_extra"": ""N/A""}, {""nombre"": ""100 cm"", ""subtitulo"": """", ""precio_extra"": ""N/A""}], ""La mejor selección de complementos (Opcional)"": {""Grifos compatibles"": [{""nombre"": ""Grifo de lavabo Imex Roma"", ""subtitulo"": ""Monomando Ø4x15x16.6 cm"", ""precio_extra"": ""+ 55,51€""}, {""nombre"": ""Grifo de lavabo Tres Flat"", ""subtitulo"": ""Cromado, monomando"", ""precio_extra"": ""+ 58,62€""}, {""nombre"": ""Grifo de lavabo Imex Luxor"", ""subtitulo"": ""Monomando"", ""precio_extra"": ""+ 61,78€""}, {""nombre"": ""Grifo de lavabo Imex Milos Stick"", ""subtitulo"": ""Monomando"", ""precio_extra"": ""+ 65,36€""}, {""nombre"": ""Grifo de lavabo Imex Line"", ""subtitulo"": ""Monomando"", ""precio_extra"": ""+ 68,05€""}], ""Espejos compatibles"": [{""nombre"": ""Espejo de baño Royo Murano"", ""subtitulo"": ""Forma rectangular"", ""precio_extra"": ""+ 68,63€""}, {""nombre"": ""Espejo de baño Royo Yue"", ""subtitulo"": ""Redondo"", ""precio_extra"": ""+ 113,69€""}, {""nombre"": ""Espejo de baño con luz LED Samsum Royo Blaze"", ""subtitulo"": ""Cuadrado o rectangular, luz retroiluminada neutra"", ""precio_extra"": ""+ 231,48€""}, {""nombre"": ""Espejo de baño con luz LED Samsum Royo Lua"", ""subtitulo"": ""Redondo, luz retroiluminada neutra"", ""precio_extra"": ""+ 263,24€""}], ""Accesorios de baño"": [{""nombre"": ""Toallero percha de baño Royo Sumi"", ""subtitulo"": ""Ø16 mm, sujeción con enganche"", ""precio_extra"": ""+ 34,83€""}, {""nombre"": ""Soporte secador de pelo Royo Sumi"", ""subtitulo"": ""Ø93,5mm"", ""precio_extra"": ""+ 39,49€""}, {""nombre"": ""Portarrollos sin tapa de baño Royo Sumi"", ""subtitulo"": ""Ø16 mm, sujeción con enganche"", ""precio_extra"": ""+ 45,07€""}, {""nombre"": ""Soporte plancha de pelo Royo Sumi"", ""subtitulo"": ""Ø 60 mm"", ""precio_extra"": ""+ 55,31€""}, {""nombre"": ""Toallero Royo Sumi"", ""subtitulo"": ""37.5x7x1.6cm, lateral"", ""precio_extra"": ""+ 60,43€""}], ""Válvulas"": [{""nombre"": ""Accesorio de lavabo Válvula Royo Clic-Clac"", ""subtitulo"": ""varios acabados"", ""precio_extra"": ""+ 47,35€""}], ""Iluminación"": [{""nombre"": ""Aplique de luz LED Royo Uri"", ""subtitulo"": ""Cromado, 4000K"", ""precio_extra"": ""+ 46,09€""}, {""nombre"": ""Aplique de luz LED Royo Lucce"", ""subtitulo"": ""Cromado o Negro, 6000K"", ""precio_extra"": ""+ 89,30€""}, {""nombre"": ""Aplique de luz LED Royo Llum"", ""subtitulo"": ""Cromado, 6000K"", ""precio_extra"": ""+ 92,01€""}]}}",https://www.todomueblesdebano.com/conjunto-mueble-de-bano-royo-easy-2-cajones-suspendido-con-lavabo-de-ceramica-enzo.html
Royo Group,Colección Easy,Conjunto mueble de baño Royo Easy,"120 cm, 4 cajones suspendido con doble lavabo de cerámica Enzo",REF: C0071390,"520,90€","789,24€",34%DTO,"{""Elige color"": [{""nombre"": ""Lacado Blanco brillo"", ""subtitulo"": """", ""precio_extra"": ""N/A""}, {""nombre"": ""Nogal arenado"", ""subtitulo"": """", ""precio_extra"": ""N/A""}, {""nombre"": ""Wengue arenado"", ""subtitulo"": """", ""precio_extra"": ""N/A""}, {""nombre"": ""Lacado Antracita brillo"", ""subtitulo"": """", ""precio_extra"": ""N/A""}], ""La mejor selección de complementos (Opcional)"": {""Grifos compatibles"": [{""nombre"": ""Grifo de lavabo Imex Roma"", ""subtitulo"": ""Monomando Ø4x15x16.6 cm"", ""precio_extra"": ""+ 55,51€""}, {""nombre"": ""Grifo de lavabo Tres Flat"", ""subtitulo"": ""Cromado, monomando"", ""precio_extra"": ""+ 58,62€""}, {""nombre"": ""Grifo de lavabo Imex Luxor"", ""subtitulo"": ""Monomando"", ""precio_extra"": ""+ 61,78€""}, {""nombre"": ""Grifo de lavabo Imex Milos Stick"", ""subtitulo"": ""Monomando"", ""precio_extra"": ""+ 65,36€""}, {""nombre"": ""Grifo de lavabo Imex Line"", ""subtitulo"": ""Monomando"", ""precio_extra"": ""+ 68,05€""}], ""Espejos compatibles"": [{""nombre"": ""Espejo de baño Royo Murano"", ""subtitulo"": ""Forma rectangular"", ""precio_extra"": ""+ 68,63€""}, {""nombre"": ""Espejo de baño Royo Yue"", ""subtitulo"": ""Redondo"", ""precio_extra"": ""+ 113,69€""}, {""nombre"": ""Espejo de baño con luz LED Samsum Royo Blaze"", ""subtitulo"": ""Cuadrado o rectangular, luz retroiluminada neutra"", ""precio_extra"": ""+ 231,48€""}, {""nombre"": ""Espejo de baño con luz LED Samsum Royo Lua"", ""subtitulo"": ""Redondo, luz retroiluminada neutra"", ""precio_extra"": ""+ 263,24€""}], ""Accesorios de baño"": [{""nombre"": ""Toallero percha de baño Royo Sumi"", ""subtitulo"": ""Ø16 mm, sujeción con enganche"", ""precio_extra"": ""+ 34,83€""}, {""nombre"": ""Soporte secador de pelo Royo Sumi"", ""subtitulo"": ""Ø93,5mm"", ""precio_extra"": ""+ 39,49€""}, {""nombre"": ""Portarrollos sin tapa de baño Royo Sumi"", ""subtitulo"": ""Ø16 mm, sujeción con enganche"", ""precio_extra"": ""+ 45,07€""}, {""nombre"": ""Soporte plancha de pelo Royo Sumi"", ""subtitulo"": ""Ø 60 mm"", ""precio_extra"": ""+ 55,31€""}, {""nombre"": ""Toallero Royo Sumi"", ""subtitulo"": ""37.5x7x1.6cm, lateral"", ""precio_extra"": ""+ 60,43€""}], ""Válvulas"": [{""nombre"": ""Accesorio de lavabo Válvula Royo Clic-Clac"", ""subtitulo"": ""varios acabados"", ""precio_extra"": ""+ 47,35€""}], ""Iluminación"": [{""nombre"": ""Aplique de luz LED Royo Uri"", ""subtitulo"": ""Cromado, 4000K"", ""precio_extra"": ""+ 46,09€""}, {""nombre"": ""Aplique de luz LED Royo Lucce"", ""subtitulo"": ""Cromado o Negro, 6000K"", ""precio_extra"": ""+ 89,30€""}, {""nombre"": ""Aplique de luz LED Royo Llum"", ""subtitulo"": ""Cromado, 6000K"", ""precio_extra"": ""+ 92,01€""}]}}",https://www.todomueblesdebano.com/conjunto-mueble-de-bano-royo-easy-120-cm-4-cajones-suspendido-con-doble-lavabo-de-ceramica-enzo.html
Royo Group,Colección Alfa Compact,Conjunto mueble de baño Royo Alfa,2 cajones suspendido con lavabo Enzo de cerámica,,"449,15€","561,44€",20%DTO,"{""Elige color"": [{""nombre"": ""Roble nórdico"", ""subtitulo"": """", ""precio_extra"": ""N/A""}, {""nombre"": ""Fresno samara"", ""subtitulo"": """", ""precio_extra"": ""N/A""}, {""nombre"": ""Lacado Arena mate"", ""subtitulo"": """", ""precio_extra"": ""N/A""}, {""nombre"": ""Lacado Blanco brillo"", ""subtitulo"": """", ""precio_extra"": ""N/A""}, {""nombre"": ""Lacado Blanco mate"", ""subtitulo"": """", ""precio_extra"": ""N/A""}, {""nombre"": ""Azul ocean"", ""subtitulo"": """", ""precio_extra"": ""N/A""}], ""Elige medida de ancho"": [{""nombre"": ""60 cm"", ""subtitulo"": """", ""precio_extra"": ""N/A""}, {""nombre"": ""80 cm"", ""subtitulo"": """", ""precio_extra"": ""N/A""}, {""nombre"": ""100 cm"", ""subtitulo"": """", ""precio_extra"": ""N/A""}], ""Elige opción de espejo pack"": [{""nombre"": ""Sin espejo / ver otras opciones en complementos"", ""subtitulo"": """", ""precio_extra"": ""N/A""}, {""nombre"": ""Espejo oferta pack con aplique de luz LED de 30 cm"", ""subtitulo"": """", ""precio_extra"": ""N/A""}, {""nombre"": ""Espejo oferta pack premium Blaze LED Samsung"", ""subtitulo"": """", ""precio_extra"": ""N/A""}], ""La mejor selección de complementos (Opcional)"": {""Grifos compatibles"": [{""nombre"": ""Grifo de lavabo Imex Roma"", ""subtitulo"": ""Monomando Ø4x15x16.6 cm"", ""precio_extra"": ""+ 55,51€""}, {""nombre"": ""Grifo de lavabo Tres Flat"", ""subtitulo"": ""Cromado, monomando"", ""precio_extra"": ""+ 58,62€""}, {""nombre"": ""Grifo de lavabo Imex Luxor"", ""subtitulo"": ""Monomando"", ""precio_extra"": ""+ 61,78€""}, {""nombre"": ""Grifo de lavabo Imex Milos Stick"", ""subtitulo"": ""Monomando"", ""precio_extra"": ""+ 65,36€""}, {""nombre"": ""Grifo de lavabo Imex Line"", ""subtitulo"": ""Monomando"", ""precio_extra"": ""+ 68,05€""}], ""Espejos compatibles"": [{""nombre"": ""Espejo de baño Royo Yue"", ""subtitulo"": ""Redondo"", ""precio_extra"": ""+ 113,69€""}, {""nombre"": ""Espejo de baño Royo Esferic"", ""subtitulo"": ""Forma rectangular"", ""precio_extra"": ""+ 116,77€""}, {""nombre"": ""Espejo de baño Royo Longo"", ""subtitulo"": ""45x100cm, rectangular"", ""precio_extra"": ""+ 129,06€""}, {""nombre"": ""Espejo de baño con luz LED Samsum Royo Lys"", ""subtitulo"": ""Cuadrado o rectangular, luz frontal neutra"", ""precio_extra"": ""+ 147,49€""}, {""nombre"": ""Espejo de baño Royo Eclipse"", ""subtitulo"": ""Marco metálico color negro, redondo"", ""precio_extra"": ""+ 166,96€""}, {""nombre"": ""Armario con espejo Royo Nika"", ""subtitulo"": ""Forma rectangular"", ""precio_extra"": ""+ 208,46€""}, {""nombre"": ""Espejo de baño con luz LED Samsum Royo Boira"", ""subtitulo"": ""Cuadrado, luz led frontal retroiluminada neutra, antivaho"", ""precio_extra"": ""+ 226,36€""}, {""nombre"": ""Espejo de baño con luz LED Samsum Royo Blaze"", ""subtitulo"": ""Cuadrado o rectangular, luz retroiluminada neutra"", ""precio_extra"": ""+ 231,48€""}, {""nombre"": ""Espejo de baño con luz LED Samsum Royo Dolga"", ""subtitulo"": ""45x100 cm, ovalada, luz retroiluminada neutra"", ""precio_extra"": ""+ 231,48€""}, {""nombre"": ""Espejo de baño con luz LED Samsum Royo Stella"", ""subtitulo"": ""Rectangular, luz Led neutra con antivaho"", ""precio_extra"": ""+ 234,56€""}, {""nombre"": ""Espejo de baño con luz LED Samsum Royo Lua"", ""subtitulo"": ""Redondo, luz retroiluminada neutra"", ""precio_extra"": ""+ 263,24€""}, {""nombre"": ""Espejo de baño con luz LED Samsum Royo Halo"", ""subtitulo"": ""redondo, luz retroiluminada neutra"", ""precio_extra"": ""+ 276,55€""}, {""nombre"": ""Espejo de baño con luz LED Samsum Royo Glow"", ""subtitulo"": ""redondo, luz frontal neutra"", ""precio_extra"": ""+ 325,72€""}, {""nombre"": ""Armario con espejo Royo Fénix"", ""subtitulo"": ""Rectangular"", ""precio_extra"": ""+ 352,02€""}, {""nombre"": ""Armario con espejo Royo Fénix"", ""subtitulo"": ""Rectangular"", ""precio_extra"": ""+ 352,02€""}], ""Accesorios de baño"": [{""nombre"": ""Patas Royo Lite"", ""subtitulo"": ""28.4 cm de alto, 2 unidades"", ""precio_extra"": ""+ 31,75€""}, {""nombre"": ""Patas Royo Wire"", ""subtitulo"": ""28.4 cm de alto, 2 unidades"", ""precio_extra"": ""+ 31,75€""}, {""nombre"": ""Patas Royo Quad"", ""subtitulo"": ""27 cm de alto, 2 unidades"", ""precio_extra"": ""+ 33,80€""}, {""nombre"": ""Toallero percha de baño Royo Sumi"", ""subtitulo"": ""Ø16 mm, sujeción con enganche"", ""precio_extra"": ""+ 34,83€""}, {""nombre"": ""Soporte secador de pelo Royo Sumi"", ""subtitulo"": ""Ø93,5mm"", ""precio_extra"": ""+ 39,49€""}, {""nombre"": ""Portarrollos sin tapa de baño Royo Sumi"", ""subtitulo"": ""Ø16 mm, sujeción con enganche"", ""precio_extra"": ""+ 45,07€""}, {""nombre"": ""Soporte plancha de pelo Royo Sumi"", ""subtitulo"": ""Ø 60 mm"", ""precio_extra"": ""+ 55,31€""}, {""nombre"": ""Toallero Royo Sumi"", ""subtitulo"": ""37.5x7x1.6cm, lateral"", ""precio_extra"": ""+ 60,43€""}, {""nombre"": ""Pata con toallero + pata baja Royo Suit"", ""subtitulo"": ""Negro"", ""precio_extra"": ""+ 236,61€""}], ""Columnas y auxiliares"": [{""nombre"": ""Alto de baño Royo Style"", ""subtitulo"": ""35x80x15cm, 1 puerta, suspendida"", ""precio_extra"": ""+ 157,01€""}, {""nombre"": ""Alto de baño Royo Style"", ""subtitulo"": ""50x80x15cm, 2 puertas, suspendido"", ""precio_extra"": ""+ 184,01€""}], ""Válvulas"": [{""nombre"": ""Accesorio de lavabo Válvula Royo Clic-Clac"", ""subtitulo"": ""varios acabados"", ""precio_extra"": ""+ 47,35€""}], ""Iluminación"": [{""nombre"": ""Aplique de luz LED Royo Uri"", ""subtitulo"": ""Cromado, 4000K"", ""precio_extra"": ""+ 46,09€""}, {""nombre"": ""Aplique de luz LED Royo Limit"", ""subtitulo"": ""Cromado, 4000K"", ""precio_extra"": ""+ 71,34€""}, {""nombre"": ""Aplique de luz LED Royo Lucce"", ""subtitulo"": ""Cromado o Negro, 6000K"", ""precio_extra"": ""+ 89,30€""}, {""nombre"": ""Aplique de luz LED Royo Llum"", ""subtitulo"": ""Cromado, 6000K"", ""precio_extra"": ""+ 92,01€""}, {""nombre"": ""Aplique de luz LED Royo Sunna"", ""subtitulo"": ""Negro, 5W, 4000K"", ""precio_extra"": ""+ 111,01€""}]}}",https://www.todomueblesdebano.com/conjunto-mueble-de-bano-royo-alfa-2-cajones.html
Royo Group,Colección Alfa Compact,Conjunto mueble de baño Royo Alfa,"2 cajones + 1 puerta, suspendido con lavabo de cerámica Enzo",,"629,24€","781,66€",19.5%DTO,"{""Elige color"": [{""nombre"": ""Lacado Blanco brillo"", ""subtitulo"": """", ""precio_extra"": ""N/A""}, {""nombre"": ""Fresno samara"", ""subtitulo"": """", ""precio_extra"": ""N/A""}, {""nombre"": ""Roble nórdico"", ""subtitulo"": """", ""precio_extra"": ""N/A""}, {""nombre"": ""Lacado Arena mate"", ""subtitulo"": """", ""precio_extra"": ""N/A""}, {""nombre"": ""Lacado Blanco mate"", ""subtitulo"": """", ""precio_extra"": ""N/A""}, {""nombre"": ""Azul ocean"", ""subtitulo"": """", ""precio_extra"": ""N/A""}], ""Elige medida de ancho"": [{""nombre"": ""90 cm"", ""subtitulo"": """", ""precio_extra"": ""N/A""}, {""nombre"": ""100 cm"", ""subtitulo"": """", ""precio_extra"": ""N/A""}], ""Elige posición del cajeo del cajón / desagüe"": [{""nombre"": ""Cajeo del cajón / desagüe a izquierdas"", ""subtitulo"": """", ""precio_extra"": ""N/A""}, {""nombre"": ""Cajeo del cajón / desagüe a derechas"", ""subtitulo"": """", ""precio_extra"": ""N/A""}], ""Elige opción de espejo pack"": [{""nombre"": ""Sin espejo / ver otras opciones en complementos"", ""subtitulo"": """", ""precio_extra"": ""N/A""}, {""nombre"": ""Espejo oferta pack con aplique de luz LED de 30 cm"", ""subtitulo"": """", ""precio_extra"": ""N/A""}, {""nombre"": ""Espejo oferta pack premium Blaze LED Samsung"", ""subtitulo"": """", ""precio_extra"": ""N/A""}], ""La mejor selección de complementos (Opcional)"": {""Grifos compatibles"": [{""nombre"": ""Grifo de lavabo Imex Roma"", ""subtitulo"": ""Monomando Ø4x15x16.6 cm"", ""precio_extra"": ""+ 55,51€""}, {""nombre"": ""Grifo de lavabo Tres Flat"", ""subtitulo"": ""Cromado, monomando"", ""precio_extra"": ""+ 58,62€""}, {""nombre"": ""Grifo de lavabo Imex Luxor"", ""subtitulo"": ""Monomando"", ""precio_extra"": ""+ 61,78€""}, {""nombre"": ""Grifo de lavabo Imex Milos Stick"", ""subtitulo"": ""Monomando"", ""precio_extra"": ""+ 65,36€""}, {""nombre"": ""Grifo de lavabo Imex Line"", ""subtitulo"": ""Monomando"", ""precio_extra"": ""+ 68,05€""}], ""Espejos compatibles"": [{""nombre"": ""Espejo de baño Royo Yue"", ""subtitulo"": ""Redondo"", ""precio_extra"": ""+ 113,69€""}, {""nombre"": ""Espejo de baño Royo Esferic"", ""subtitulo"": ""Forma rectangular"", ""precio_extra"": ""+ 116,77€""}, {""nombre"": ""Espejo de baño Royo Longo"", ""subtitulo"": ""45x100cm, rectangular"", ""precio_extra"": ""+ 129,06€""}, {""nombre"": ""Espejo de baño con luz LED Samsum Royo Lys"", ""subtitulo"": ""Cuadrado o rectangular, luz frontal neutra"", ""precio_extra"": ""+ 147,49€""}, {""nombre"": ""Espejo de baño Royo Eclipse"", ""subtitulo"": ""Marco metálico color negro, redondo"", ""precio_extra"": ""+ 166,96€""}, {""nombre"": ""Armario con espejo Royo Nika"", ""subtitulo"": ""Forma rectangular"", ""precio_extra"": ""+ 208,46€""}, {""nombre"": ""Espejo de baño con luz LED Samsum Royo Boira"", ""subtitulo"": ""Cuadrado, luz led frontal retroiluminada neutra, antivaho"", ""precio_extra"": ""+ 226,36€""}, {""nombre"": ""Espejo de baño con luz LED Samsum Royo Blaze"", ""subtitulo"": ""Cuadrado o rectangular, luz retroiluminada neutra"", ""precio_extra"": ""+ 231,48€""}, {""nombre"": ""Espejo de baño con luz LED Samsum Royo Dolga"", ""subtitulo"": ""45x100 cm, ovalada, luz retroiluminada neutra"", ""precio_extra"": ""+ 231,48€""}, {""nombre"": ""Espejo de baño con luz LED Samsum Royo Stella"", ""subtitulo"": ""Rectangular, luz Led neutra con antivaho"", ""precio_extra"": ""+ 234,56€""}, {""nombre"": ""Espejo de baño con luz LED Samsum Royo Lua"", ""subtitulo"": ""Redondo, luz retroiluminada neutra"", ""precio_extra"": ""+ 263,24€""}, {""nombre"": ""Espejo de baño con luz LED Samsum Royo Halo"", ""subtitulo"": ""redondo, luz retroiluminada neutra"", ""precio_extra"": ""+ 276,55€""}, {""nombre"": ""Espejo de baño con luz LED Samsum Royo Glow"", ""subtitulo"": ""redondo, luz frontal neutra"", ""precio_extra"": ""+ 325,72€""}, {""nombre"": ""Armario con espejo Royo Fénix"", ""subtitulo"": ""Rectangular"", ""precio_extra"": ""+ 352,02€""}, {""nombre"": ""Armario con espejo Royo Fénix"", ""subtitulo"": ""Rectangular"", ""precio_extra"": ""+ 352,02€""}], ""Accesorios de baño"": [{""nombre"": ""Patas Royo Wire"", ""subtitulo"": ""28.4 cm de alto, 2 unidades"", ""precio_extra"": ""+ 31,75€""}, {""nombre"": ""Patas Royo Lite"", ""subtitulo"": ""28.4 cm de alto, 2 unidades"", ""precio_extra"": ""+ 31,75€""}, {""nombre"": ""Patas Royo Quad"", ""subtitulo"": ""27 cm de alto, 2 unidades"", ""precio_extra"": ""+ 33,80€""}, {""nombre"": ""Toallero percha de baño Royo Sumi"", ""subtitulo"": ""Ø16 mm, sujeción con enganche"", ""precio_extra"": ""+ 34,83€""}, {""nombre"": ""Soporte secador de pelo Royo Sumi"", ""subtitulo"": ""Ø93,5mm"", ""precio_extra"": ""+ 39,49€""}, {""nombre"": ""Portarrollos sin tapa de baño Royo Sumi"", ""subtitulo"": ""Ø16 mm, sujeción con enganche"", ""precio_extra"": ""+ 45,07€""}, {""nombre"": ""Soporte plancha de pelo Royo Sumi"", ""subtitulo"": ""Ø 60 mm"", ""precio_extra"": ""+ 55,31€""}, {""nombre"": ""Toallero Royo Sumi"", ""subtitulo"": ""37.5x7x1.6cm, lateral"", ""precio_extra"": ""+ 60,43€""}, {""nombre"": ""Pata con toallero + pata baja Royo Suit"", ""subtitulo"": ""Negro"", ""precio_extra"": ""+ 236,61€""}], ""Columnas y auxiliares"": [{""nombre"": ""Alto de baño Royo Style"", ""subtitulo"": ""35x80x15cm, 1 puerta, suspendida"", ""precio_extra"": ""+ 157,01€""}, {""nombre"": ""Alto de baño Royo Style"", ""subtitulo"": ""50x80x15cm, 2 puertas, suspendido"", ""precio_extra"": ""+ 184,01€""}], ""Válvulas"": [{""nombre"": ""Accesorio de lavabo Válvula Royo Clic-Clac"", ""subtitulo"": ""varios acabados"", ""precio_extra"": ""+ 47,35€""}], ""Iluminación"": [{""nombre"": ""Aplique de luz LED Royo Uri"", ""subtitulo"": ""Cromado, 4000K"", ""precio_extra"": ""+ 46,09€""}, {""nombre"": ""Aplique de luz LED Royo Limit"", ""subtitulo"": ""Cromado, 4000K"", ""precio_extra"": ""+ 71,34€""}, {""nombre"": ""Aplique de luz LED Royo Lucce"", ""subtitulo"": ""Cromado o Negro, 6000K"", ""precio_extra"": ""+ 89,30€""}, {""nombre"": ""Aplique de luz LED Royo Llum"", ""subtitulo"": ""Cromado, 6000K"", ""precio_extra"": ""+ 92,01€""}, {""nombre"": ""Aplique de luz LED Royo Sunna"", ""subtitulo"": ""Negro, 5W, 4000K"", ""precio_extra"": ""+ 111,01€""}]}}",https://www.todomueblesdebano.com/conjunto-mueble-de-bano-royo-alfa-2-cajones-1-puerta.html
