Product ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded;Tax rules ID;On sale (0/1);Discount amount;Discount percent;Reference #;Supplier;Manufacturer;EAN13;Height;Depth;Description;Meta title;Meta description;URL rewritten;Image URLs (x,y,z...);Feature(Name:Value:Position);Condition
ba248145-1cbc-40fa-b3f4-b89383304616;1;Conjunto mueble de baño Royo Easy;Muebles de baño,Muebles de baño suspendidos;202.272727;1;1;126.08;34;C0071197;Royo Group;Royo Group;8414623313881;;;<p>El Conjunto Mueble de Baño Easy Royo es la elección perfecta para quienes buscan transformar su baño en un espacio elegante y funcional. Diseñado por la prestigiosa marca Royo Group, este conjunto combina estilo moderno con características prácticas. Con su colocación suspendida, dos cajones con guías Indaux de extracción parcial y cierre amortiguado, y un lavabo de cerámica, ofrece una solución completa para tu baño. <strong>Con una medida de 60/70/80/100 cm de ancho, 56.5 cm de alto y 45 de fondo.</strong></p><p><br></p><p>En el interior del mueble, encontrarás un acabado textil en coco que añade un toque de lujo. El conjunto está disponible en 4 colores: <strong>Nogal arenado, Wengue arenado, Antracita brillo o Blanco brillo</strong>, lo que te permite personalizarlo según tus preferencias. Además, el mueble viene 100% montado de fábrica, y los herrajes de sujeción están incluidos para facilitar la instalación. Fabricado en España con madera de bosques sostenibles (sello FSC), este conjunto es una opción ecológica y responsable</p>;Conjunto mueble de baño Royo Easy 2 cajones suspendido con lavabo de cerámica Enzo| Todomueblesdebaño;Compra ahora Conjunto mueble de baño Royo Easy 2 cajones suspendido con lavabo de cerámica Enzo | Entrega rápida | Garantía de 3 años ¡Envío gratis!;conjunto-mueble-de-bano-royo-easy-2-cajones-suspendido-con-lavabo-de-ceramica-enzo;https://cdn.todomueblesdebano.com/image/upload/f_auto,q_auto/v1/products/ba248145-1cbc-40fa-b3f4-b89383304616/Easy-100-blanco-protada_1716350196.3948495,https://cdn.todomueblesdebano.com/image/upload/f_auto,q_auto/v1/products/ba248145-1cbc-40fa-b3f4-b89383304616/easy_100_2c_wengue_essence_side_1717673582.3056989,https://cdn.todomueblesdebano.com/image/upload/f_auto,q_auto/v1/products/ba248145-1cbc-40fa-b3f4-b89383304616/easy_100_2c_nogal_arenado_front_1717673506.6602275,https://cdn.todomueblesdebano.com/image/upload/f_auto,q_auto/v1/products/ba248145-1cbc-40fa-b3f4-b89383304616/antra-60-2c_1716574332.9620073,https://cdn.todomueblesdebano.com/image/upload/f_auto,q_auto/v1/products/ba248145-1cbc-40fa-b3f4-b89383304616/Easy-80-blanco_1716349893.833398,https://cdn.todomueblesdebano.com/image/upload/f_auto,q_auto/v1/products/ba248145-1cbc-40fa-b3f4-b89383304616/Easy-80-nogal_1716349890.882103,https://cdn.todomueblesdebano.com/image/upload/f_auto,q_auto/v1/products/ba248145-1cbc-40fa-b3f4-b89383304616/Easy-100-wengue_1716349889.3294258,https://cdn.todomueblesdebano.com/image/upload/f_auto,q_auto/v1/products/ba248145-1cbc-40fa-b3f4-b89383304616/Blanco-cajon_1716350200.8239818,https://cdn.todomueblesdebano.com/image/upload/f_auto,q_auto/v1/products/ba248145-1cbc-40fa-b3f4-b89383304616/detalle-lav-nogal_1716350202.3826935,https://cdn.todomueblesdebano.com/image/upload/f_auto,q_auto/v1/products/ba248145-1cbc-40fa-b3f4-b89383304616/EASY_LavaboSLim_1716457982.2990983,https://cdn.todomueblesdebano.com/image/upload/f_auto,q_auto/v1/products/ba248145-1cbc-40fa-b3f4-b89383304616/nogal-80_1716350203.9850361,https://cdn.todomueblesdebano.com/image/upload/f_auto,q_auto/v1/products/ba248145-1cbc-40fa-b3f4-b89383304616/antra-sus-70_1716574335.5481362,https://cdn.todomueblesdebano.com/image/upload/f_auto,q_auto/v1/products/ba248145-1cbc-40fa-b3f4-b89383304616/60-100_1716350124.879812;"Serie:Easy:0;Fondo seleccionable estándar:45 cm:2;Alto seleccionable estándar:56.5 cm:3;Colocación:Suspendido:5;Nº de cajones:2:6;Tipos de cajones:Guías Indaux extracción parcial con cierre amortiguado:7;Organizador de cajón:No incluido:8;Material del mueble:Tablero de partículas de madera:9;Medida del grosor del lateral del mueble:16 mm:10;Medida del grosor del frente del mueble:16 mm:11;Tiradores - Muebles de baño:Tirador metálico:12;Tipo de montaje - Muebles de baño:Montado (ensamblado de fábrica):13;Medidas del lavabo:1,5 cm mayor que el mueble (si el mueble mide 80x45 cm, el lavabo medirá 81,5x46,5 cm):14;Material del lavabo:Cerámica:16;Posición del seno:Lavabo de un seno centrado sin faldón:17;Grosor del lavabo:2 cm:18;Fabricación:Estándar:19;Garantía:3 años:20";new
