Product ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Delivery time of in-stock products;Delivery time of out-of-stock products with allowed orders;Quantity;Minimal quantity;Low stock level;Send me an email when the quantity is under this level;Visibility;Additional shipping cost;Unity;Unit price;Summary;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Image alt texts (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock action;Virtual product;File URL;Number of allowed downloads;Expiration date;Number of days;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse;Acessories  (x,y,z...)
23160ccf-4b77-4427-a719-3e0a69b7a9bd;1;Conjunto mueble de baño Campoaras Natalia;Muebles de baño,Muebles de baño con patas;369.636364;1;;1;111.82;20;;;;;Creaciones Campoaras;Creaciones Campoaras;;;;;82;45;;Entre 3 y 5 días;;0;1;;0;both;;;;;"<p class=""ql-align-justify""><a href=""https://www.todomueblesdebano.com/conjuntos-completos-de-bano/"" rel=""noopener noreferrer"" target=""_blank"" style=""background-color: transparent; color: rgb(0, 0, 0);""><strong>Conjunto mueble de baño</strong></a><strong style=""background-color: transparent; color: rgb(0, 0, 0);""> Campoaras Natalia: elegancia y funcionalidad en cada rincón.</strong></p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">Renueva tu baño con el conjunto mueble de baño Campoaras Natalia, un diseño que armoniza perfectamente elegancia y practicidad. Con tres cajones de extracción total, fabricados con guías metálicas Emuca, tendrás acceso completo a todo el contenido, mientras que el acabado en tablero de partículas de madera, con un grosor de 16 mm tanto en los laterales como en el frente, asegura resistencia y durabilidad.</span></p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><strong style=""background-color: transparent; color: rgb(0, 0, 0);"">Diseño personalizado y moderno</strong></p><p class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">Este mueble está equipado con patas metálicas que aportan estabilidad y un estilo moderno. Los tiradores de madera, disponibles en varios colores, permiten personalizar el mueble según el tono y estilo que desees para tu baño. Con un fondo de 45 cm y una altura de 82 cm, se adapta a la perfección a distintos tamaños de baño, ofreciendo un almacenamiento óptimo sin sacrificar el espacio.</span></p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><strong style=""background-color: transparent; color: rgb(0, 0, 0);"">Lavabo de cerámica con ajuste preciso</strong></p><p class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">El lavabo de cerámica, con un seno centrado, se ajusta 1,5 cm mayor que el mueble, por ejemplo, si el mueble mide 80x45 cm, el lavabo será de 81,5x46,5 cm. Con una profundidad del seno de 12,2 cm y medidas de la poza de 39 cm de ancho y 37 cm de fondo, proporciona comodidad y funcionalidad.</span></p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><strong style=""background-color: transparent; color: rgb(0, 0, 0);"">Montaje sencillo y rápido</strong></p><p class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">Con montaje ya realizado en fábrica, el conjunto Campoaras Natalia es la solución ideal para transformar tu baño en un lugar práctico y sofisticado, donde cada detalle hace la diferencia.</span></p>";muebles de baño con patas,mueble,conjunto,natalia,muebles de baño,baño,creaciones campoaras,campoaras;Conjunto mueble de baño Campoaras Natalia, 3 cajones con tiradores y patas | Todomueblesdebaño;;¡Comprar online! Conjunto mueble de baño Campoaras Natalia, 3 cajones con tiradores y patas ✅ ENVIO GRATUITO ✅ OFERTAS ✅ Especialistas en muebles de baño ✅ Fabricantes nacionales ✅ Todomueblesdebaño;conjunto-mueble-de-bano-campoaras-natalia-con-patas-3-cajones;Disponible;;1;;;1;https://cdn.todomueblesdebano.com/image/upload/f_auto,q_auto/v1/products/23160ccf-4b77-4427-a719-3e0a69b7a9bd/10_1732049842.6033301,https://cdn.todomueblesdebano.com/image/upload/f_auto,q_auto/v1/products/23160ccf-4b77-4427-a719-3e0a69b7a9bd/CICLORAMA_SC021_CAMPOARAS_024_NATALAIA_100CM_3CAJ_NIAGARA_copia_1732049844.790623,https://cdn.todomueblesdebano.com/image/upload/f_auto,q_auto/v1/products/23160ccf-4b77-4427-a719-3e0a69b7a9bd/CICLORAMA_SC021_CAMPOARAS_024_NATALAIA_100CM_3CAJ_MABEL_copia_1732049847.792993,https://cdn.todomueblesdebano.com/image/upload/f_auto,q_auto/v1/products/23160ccf-4b77-4427-a719-3e0a69b7a9bd/cajon-emuca_1675765204_copia_1732049880.002423,https://cdn.todomueblesdebano.com/image/upload/f_auto,q_auto/v1/products/23160ccf-4b77-4427-a719-3e0a69b7a9bd/CICLORAMA_SC004_CAMPOARAS_023_TIRADOR-NATALIA_copia_1732049900.5670073,https://cdn.todomueblesdebano.com/image/upload/f_auto,q_auto/v1/products/23160ccf-4b77-4427-a719-3e0a69b7a9bd/EOS_1_seno_centrado_1732049883.8883975,https://cdn.todomueblesdebano.com/image/upload/f_auto,q_auto/v1/products/23160ccf-4b77-4427-a719-3e0a69b7a9bd/EXTRAPLANO_1_seno_centrado_1732049881.5981104,https://cdn.todomueblesdebano.com/image/upload/f_auto,q_auto/v1/products/23160ccf-4b77-4427-a719-3e0a69b7a9bd/tirador-haya_1662382876.5806956,https://cdn.todomueblesdebano.com/image/upload/f_auto,q_auto/v1/products/23160ccf-4b77-4427-a719-3e0a69b7a9bd/2100262_amb31_1974_natalia_blanco_br_azul_lago_copia_1668103142.6559176;;1;"Serie:Natalia:0;Fondo seleccionable estándar:45 cm:2;Alto seleccionable estándar:82 cm:3;Colocación:Con patas:8;Nº de cajones:3:9;Tipos de cajones:Cajón Emuca metálico extracción total:10;Material del mueble:Tablero de partículas de madera:11;Medida del grosor del lateral del mueble:16 mm:12;Medida del grosor del frente del mueble:16 mm:13;Tiradores - Muebles de baño:Tirador de madera:14;Patas:Metálicas:15;Tipo de montaje - Muebles de baño:Montado (ensamblado de fábrica):16;Medidas del lavabo:1,5 cm mayor que el mueble (si el mueble mide 80x45 cm, el lavabo medirá 81,5x46,5 cm):17;Medidas de la poza:12.2 cm profundidad x 39 cm ancho x 37 cm fondo:18;Material del lavabo:Cerámica:19;Posición del seno:Lavabo de un seno centrado sin faldón:20;Grosor del lavabo:1.5 cm:21;Fabricación:Estándar:22;Garantía:3 años:23";0;new;0;0;0;0;0;;;;;1;0;0;0;
