Nombre,Subtitulo,Precio,Precio Antiguo,Colores,Ficha Tecnica,URL Montaje,URL Ficha Tecnica,Marca,Coleccion,Enlace Producto
Conjunto mueble de baño Royo Band,"2 cajones + 1 puerta, con patas y lavabo Enzo de cerámica","416,03€","503,36€","Gris arenado, Nogal arenado, Lacado Blanco brillo, Lacado Galet brillo, Lacado Antracita brillo","{'Marca': '', 'Tamaño de lavabo': 'Lavabo cerámico mide 1cm más que el mueble.', 'Serie': 'Band', 'fondo': '46 cm', 'medida de alto': '85 cm', 'colocación': 'Con patas', 'Nº de puertas': '1', 'Nº de cajones': '2', 'Tipos de cajones': 'Guías Hettich extracción parcial con cierre amortiguado', 'Organizador de cajón': 'Incluido', 'Material del mueble': 'MDF', 'Medida del grosor del lateral del mueble': '16 mm', 'Medida del grosor del frente del mueble': '16 mm', 'tirador': 'Uñero', 'Patas': 'Metálicas', 'Tipo de montaje': 'Montado (ensamblado de fábrica)', 'Medidas del lavabo': '1,5 cm mayor que el mueble (si el mueble mide 80x45 cm, el lavabo medirá 81,5x46,5 cm)', 'Medidas de la poza': '12 cm de profundidad', 'Material del lavabo': 'Cerámica', 'posición del seno': 'Lavabo de un seno centrado', 'Grosor del lavabo': '2 cm', 'fabricación': 'Estándar', 'garantía': '3 años'}",http://cdn.todomueblesdebano.com/raw/upload/v1669292165/products/8e88b524-000b-48fa-acc3-9838114d656f/BAND_EsquemaMontaje_1669292164.299901.pdf,http://cdn.todomueblesdebano.com/raw/upload/v1669292152/products/8e88b524-000b-48fa-acc3-9838114d656f/BAND_FichaTecnica_1669292151.388214.pdf,Royo Group,Colección Band,https://www.todomueblesdebano.com/conjunto-mueble-de-bano-royo-band-2-cajones-y-1-puerta.html
Conjunto mueble de baño Royo Band,"120 cm, 2 cajones + 4 puertas con patas y lavabo doble poza Enzo de cerámica","799,71€","975,26€","Gris arenado, Nogal arenado, Lacado Blanco brillo, Lacado Galet brillo, Lacado Antracita brillo","{'Marca': '', 'Serie': 'Band', 'Tamaño de lavabo': 'Lavabo cerámico mide 1cm más que el mueble.', 'medida de ancho': '120 cm', 'fondo': '46 cm', 'medida de alto': '85 cm', 'colocación': 'Con patas', 'Nº de puertas': '4', 'Nº de cajones': '2', 'Tipos de cajones': 'Guías Hettich extracción total con cierre amortiguado', 'Organizador de cajón': 'Incluido', 'Material del mueble': 'MDF', 'Medida del grosor del lateral del mueble': '16 mm', 'Medida del grosor del frente del mueble': '16 mm', 'tirador': 'Uñero', 'Patas': 'Metálicas', 'Tipo de montaje': 'Montado (ensamblado de fábrica)', 'Medidas del lavabo': '1,5 cm mayor que el mueble (si el mueble mide 80x45 cm, el lavabo medirá 81,5x46,5 cm)', 'Medidas de la poza': '12,5 cm de profundidad', 'Material del lavabo': 'Cerámica', 'posición del seno': 'Lavabo de doble seno', 'Grosor del lavabo': '2 cm', 'Peso neto': '49,4 kg', 'fabricación': 'Estándar', 'garantía': '3 años'}",http://cdn.todomueblesdebano.com/raw/upload/v1669296506/products/0afa0bb8-5cd8-4cd5-bbb0-86e5c352f327/BAND_EsquemaMontaje_1669296505.6631756.pdf,http://cdn.todomueblesdebano.com/raw/upload/v1669296494/products/0afa0bb8-5cd8-4cd5-bbb0-86e5c352f327/BAND_FichaTecnica_1669296494.1410935.pdf,Royo Group,Colección Band,https://www.todomueblesdebano.com/conjunto-mueble-bano-royo-band-patas-4-puertas-2-cajones-120-cm.html
Conjunto mueble de baño Royo Mio,"2 cajones suspendido, con lavabo Enzo de cerámica y tirador disponible en varios colores","544,04€","658,25€","Roble blanco, Lacado Arena mate, Olmo gris, Lacado Blanco mate tirador negro, Lacado Blanco mate tirador blanco","{'Marca': '', 'Serie': 'Mio', 'Tamaño de lavabo': 'Lavabo cerámico mide 1cm más que el mueble.', 'fondo': '46 cm', 'medida de alto': '56,5 cm', 'colocación': 'Suspendido', 'Nº de cajones': '2', 'Tipos de cajones': 'Guías Hettich extracción total con cierre amortiguado', 'Organizador de cajón': 'Incluido', 'Material del mueble': 'MDF', 'Medida del grosor del lateral del mueble': '16 mm', 'Medida del grosor del frente del mueble': '16 mm', 'tirador': 'Metálico', 'Patas': 'Metálicas', 'Tipo de montaje': 'Montado (ensamblado de fábrica)', 'Medidas del lavabo': '1,5 cm mayor que el mueble (si el mueble mide 80x45 cm, el lavabo medirá 81,5x46,5 cm)', 'Medidas de la poza': '12,5 cm de profundidad', 'Material del lavabo': 'Cerámica', 'posición del seno': 'Lavabo de un seno centrado', 'Grosor del lavabo': '2 cm', 'fabricación': 'Estándar', 'garantía': '3 años'}",http://cdn.todomueblesdebano.com/raw/upload/v1670418664/products/36e311d7-3a54-4ac5-ac1d-d71d14e79cdc/MIO_MODULAR_EsquemaMontaje_1670418664.402303.pdf,http://cdn.todomueblesdebano.com/raw/upload/v1670418648/products/36e311d7-3a54-4ac5-ac1d-d71d14e79cdc/MIO_MODULAR_FichaTecnica_1670418647.3284721.pdf,Royo Group,Colección Mio,https://www.todomueblesdebano.com/conjunto-mueble-de-bano-royo-mio.html
Mueble de baño Royo Vida,"2 cajones, suspendido con tirador disponible en varios colores","341,02€","412,61€","Nogal arenado, Lacado Azul Navy mate, Lacado Galet mate, Lacado Negro mate, Roble Eternity, Lacado Blanco brillo","{'Ref 126642': '', 'Marca': '', 'Serie': 'Vida', 'fondo': '45 cm', 'medida de alto': '56.5 cm', 'colocación': 'Suspendido', 'Nº de cajones': '2', 'Tipos de cajones': 'Guías Hettich extracción total con cierre amortiguado', 'Organizador de cajón': 'Incluido', 'Material del mueble': 'Tablero de partículas de madera', 'Medida del grosor del frente del mueble': '18 mm', 'Medida del grosor del lateral del mueble': '16 mm', 'tirador': 'Tirador metálico', 'Patas': 'Sin patas', 'Tipo de montaje': 'Montado (ensamblado de fábrica)', 'fabricación': 'Estándar', 'garantía': '3 años'}",No disponible,http://cdn.todomueblesdebano.com/raw/upload/v1698146313/products/340c85cc-8abb-4fdc-8fdd-032476f39236/VIDA_MODULAR_FichaTecnica_1698146312.1172242.pdf,Royo Group,Colección Vida Compact,https://www.todomueblesdebano.com/mueble-bano-royo-vida-2-cajones.html
Conjunto mueble de baño Royo Vida,2 cajones suspendido con lavabo Enzo de cerámica con tirador disponible en varios colores,"417,98€","505,78€","Roble Eternity, Gris arenado, Nogal arenado, Lacado Blanco brillo, Lacado Blanco mate, Lacado Azul Navy mate","{'Marca': '', 'Serie': 'Vida', 'Tamaño de lavabo': 'Lavabo cerámico mide 1cm más que el mueble.', 'fondo': '46 cm', 'medida de alto': '78 cm', 'colocación': 'Suspendido', 'Nº de cajones': '2', 'Tipos de cajones': 'Guías Hettich extracción total con cierre amortiguado', 'Organizador de cajón': 'Incluido', 'Material del mueble': 'Tablero de partículas de madera', 'Medida del grosor del lateral del mueble': '16 mm', 'Medida del grosor del frente del mueble': '16 mm', 'tirador': 'Metálico', 'Tipo de montaje': 'Montado (ensamblado de fábrica)', 'Medidas del lavabo': '1,5 cm mayor que el mueble (si el mueble mide 80x45 cm, el lavabo medirá 81,5x46,5 cm)', 'Medidas de la poza': '12,5 cm de profundidad', 'Material del lavabo': 'Cerámica', 'posición del seno': 'Lavabo de un seno centrado', 'Grosor del lavabo': '2 cm', 'fabricación': 'Estándar', 'garantía': '3 años'}",http://cdn.todomueblesdebano.com/raw/upload/v1670577674/products/ba8ae9f0-dff7-4f1c-9fe7-5fb6ac346981/VIDA_MODULAR_EsquemaMontaje_1670577673.6703246.pdf,http://cdn.todomueblesdebano.com/raw/upload/v1670577650/products/ba8ae9f0-dff7-4f1c-9fe7-5fb6ac346981/VIDA_MODULAR_FichaTecnica_1670577649.5533519.pdf,Royo Group,Colección Vida Compact,https://www.todomueblesdebano.com/conjunto-mueble-de-bano-royo-vida.html
Mueble de baño con encimera de madera Royo Vida,"1 cajón, suspendido con tirador disponible en varios colores","298,52€","361,19€","Lacado Antracita brillo, Lacado Blanco brillo, Gris arenado, Nogal arenado, Roble Eternity, Verde Pure, Color de la encimera Blanco brillo, Color de la encimera Antracita brillo, Color de la encimera Gris arenado, Color de la encimera Nogal arenado, Color de la encimera Roble eternity, Color de la encimera Verde pure","{'Ref 126628': '', 'Marca': '', 'Serie': 'Vida', 'fondo': '45 cm', 'medida de alto': '28.4 cm', 'colocación': 'Suspendido', 'Nº de cajones': '1', 'Tipos de cajones': 'Guías Hettich extracción total con cierre amortiguado', 'Organizador de cajón': 'Incluido', 'Material del mueble': 'Tablero de partículas de madera', 'Medida del grosor del frente del mueble': '18 mm', 'Medida del grosor del lateral del mueble': '16 mm', 'tirador': 'Tirador metálico', 'Patas': 'Sin patas', 'Tipo de montaje': 'Montado (ensamblado de fábrica)', 'fabricación': 'Estándar', 'garantía': '3 años'}",No disponible,http://cdn.todomueblesdebano.com/raw/upload/v1698075651/products/cecd4ff8-1413-4748-9d74-22ac5bcc1af6/VIDA_MODULAR_FichaTecnica_1698075650.734565.pdf,Royo Group,Colección Vida Compact,https://www.todomueblesdebano.com/mueble-bano-encimera-royo-vida.html
Mueble de baño Royo Vida,"1 cajón, suspendido con tirador disponible en varios colores","221,52€","268,02€","Lacado Azul Navy mate, Lacado Blanco brillo, Lacado Antracita brillo, Gris arenado, Nogal arenado, Roble Eternity","{'Ref 127659': '', 'Marca': '', 'Serie': 'Vida', 'fondo': '45 cm', 'medida de alto': '28.4 cm', 'colocación': 'Suspendido', 'Nº de cajones': '1', 'Tipos de cajones': 'Guías Hettich extracción total con cierre amortiguado', 'Organizador de cajón': 'Incluido', 'Material del mueble': 'Tablero de partículas de madera', 'Medida del grosor del frente del mueble': '18 mm', 'Medida del grosor del lateral del mueble': '16 mm', 'tirador': 'Tirador metálico', 'Patas': 'Sin patas', 'Tipo de montaje': 'Montado (ensamblado de fábrica)', 'fabricación': 'A medida', 'garantía': '3 años'}",No disponible,http://cdn.todomueblesdebano.com/raw/upload/v1698079702/products/d5e2184b-a946-4d42-aeac-02b0e5010511/VIDA_MODULAR_FichaTecnica_1698079700.95376.pdf,Royo Group,Colección Vida Compact,https://www.todomueblesdebano.com/mueble-bano-royo-vida.html
Mueble de baño con encimera de madera Royo Vida,"2 cajones, suspendido con tirador disponible en varios colores","432,03€","522,72€","Gris arenado, Lacado Blanco brillo, Lacado Antracita brillo, Nogal arenado, Lacado Galet mate, Roble Eternity, Color de la encimera Blanco brillo, Color de la encimera Antracita brillo, Color de la encimera Gris arenado, Color de la encimera Nogal arenado, Color de la encimera Roble eternity, Color de la encimera Verde pure","{'Ref 126641': '', 'Marca': '', 'Serie': 'Vida', 'fondo': '45 cm', 'medida de alto': '56.5 cm', 'colocación': 'Suspendido', 'Nº de cajones': '2', 'Tipos de cajones': 'Guías Hettich extracción total con cierre amortiguado', 'Organizador de cajón': 'Incluido', 'Material del mueble': 'Tablero de partículas de madera', 'Medida del grosor del frente del mueble': '18 mm', 'Medida del grosor del lateral del mueble': '16 mm', 'tirador': 'Tirador metálico', 'Patas': 'Sin patas', 'Tipo de montaje': 'Montado (ensamblado de fábrica)', 'fabricación': 'Estándar', 'garantía': '3 años'}",No disponible,http://cdn.todomueblesdebano.com/raw/upload/v1698144539/products/51a822af-a446-490c-92dd-2a0b893d082b/VIDA_MODULAR_FichaTecnica_1698144538.2579138.pdf,Royo Group,Colección Vida Compact,https://www.todomueblesdebano.com/mueble-bano-encimera-2-cajones-royo-vida.html
Conjunto mueble de baño Royo Sansa,"2 cajones, suspendido con lavabo Enzo de cerámica","302,02€","365,42€","Gris arenado, Roble Colonial, Nogal arenado, Lacado Blanco brillo, Lacado Azul Navy brillo, Lacado Antracita brillo","{'Marca': '', 'Tamaño de lavabo': 'Lavabo cerámico mide 1cm más que el mueble.', 'Serie': 'Sansa', 'fondo': '46 cm', 'medida de alto': '56.5 cm', 'colocación': 'Suspendido', 'Nº de cajones': '2', 'Tipos de cajones': 'Guías Hettich extracción total con cierre amortiguado', 'Material del mueble': 'Tablero de partículas de madera', 'Medida del grosor del frente del mueble': '16 mm', 'Medida del grosor del lateral del mueble': '16 mm', 'Tipo de montaje': 'Montado (ensamblado de fábrica)', 'tirador': 'Uñero', 'Medidas del lavabo': '1,5 cm mayor que el mueble (si el mueble mide 80x45 cm, el lavabo medirá 81,5x46,5 cm)', 'Medidas de la poza': '12 cm de profundidad', 'Material del lavabo': 'Cerámica', 'posición del seno': 'Lavabo de un seno centrado', 'Grosor del lavabo': '2,1 cm', 'fabricación': 'Estándar', 'garantía': '3 años'}",http://cdn.todomueblesdebano.com/raw/upload/v1668695011/products/b5ba301f-4be1-48d6-962a-70cde2f606a5/SANSA_EsquemasMontaje_1668695010.667742.pdf,http://cdn.todomueblesdebano.com/raw/upload/v1668695027/products/b5ba301f-4be1-48d6-962a-70cde2f606a5/SANSA_FichaTecnica_1668695026.9467914.pdf,Royo Group,Colección Sansa,https://www.todomueblesdebano.com/conjunto-mueble-de-bano-royo-sansa-suspendido-2-cajones.html
Conjunto mueble de baño Royo Sansa,"120 cm, 4 puertas, suspendido con lavabo Enzo de cerámica","524,35€","647,35€","Gris arenado, Roble Colonial, Nogal arenado, Lacado Blanco brillo, Lacado Azul Navy brillo, Lacado Antracita brillo","{'Marca': '', 'Serie': 'Sansa', 'Tamaño de lavabo': 'Lavabo cerámico mide 1cm más que el mueble.', 'medida de ancho': '120 cm', 'fondo': '46 cm', 'medida de alto': '56.5 cm', 'colocación': 'Suspendido', 'Tipos de cajones': 'Guías Hettich extracción total con cierre amortiguado', 'Material del mueble': 'Tablero de partículas de madera', 'Medida del grosor del lateral del mueble': '16 mm', 'Medida del grosor del frente del mueble': '16 mm', 'tirador': 'Uñero', 'Patas': 'Metálicas', 'Tipo de montaje': 'Montado (ensamblado de fábrica)', 'Medidas del lavabo': '1,5 cm mayor que el mueble (si el mueble mide 80x45 cm, el lavabo medirá 81,5x46,5 cm)', 'Medidas de la poza': '12 cm de profundidad', 'Nº de puertas': '4', 'Material del lavabo': 'Cerámica', 'Grosor del lavabo': '2,1 cm', 'fabricación': 'Estándar', 'garantía': '3 años'}",http://cdn.todomueblesdebano.com/raw/upload/v1669034703/products/14df5655-10c5-4ec3-9df4-3a4e73038cf8/SANSA_EsquemasMontaje_1669034701.9639928.pdf,http://cdn.todomueblesdebano.com/raw/upload/v1669034717/products/14df5655-10c5-4ec3-9df4-3a4e73038cf8/SANSA_FichaTecnica_1669034716.6747975.pdf,Royo Group,Colección Sansa,https://www.todomueblesdebano.com/conjunto-mueble-de-bano-royo-sansa-1-suspendido-4-puertas-120-cm.html
Conjunto mueble de baño Royo Sansa,"120 cm, 6 cajones con patas y lavabo doble Enzo de cerámica","770,05€","931,70€","Gris arenado, Roble Colonial, Nogal arenado, Lacado Blanco brillo, Lacado Azul Navy brillo, Lacado Antracita brillo","{'Marca': '', 'Serie': 'Sansa', 'Tamaño de lavabo': 'Lavabo cerámico mide 1cm más que el mueble.', 'medida de ancho': '120 cm', 'fondo': '46 cm', 'medida de alto': '85 cm', 'colocación': 'Con patas', 'Nº de cajones': '6', 'Tipos de cajones': 'Guías Hettich extracción total con cierre amortiguado', 'Material del mueble': 'Tablero de partículas de madera', 'Medida del grosor del lateral del mueble': '16 mm', 'Medida del grosor del frente del mueble': '16 mm', 'tirador': 'Uñero', 'Tipo de montaje': 'Montado (ensamblado de fábrica)', 'Medidas del lavabo': '1,5 cm mayor que el mueble (si el mueble mide 80x45 cm, el lavabo medirá 81,5x46,5 cm)', 'Medidas de la poza': '12,5 cm de profundidad', 'Material del lavabo': 'Cerámica', 'posición del seno': 'Lavabo de doble seno', 'Grosor del lavabo': '2 cm', 'Peso neto': '38,4 kg', 'fabricación': 'Estándar', 'garantía': '3 años'}",http://cdn.todomueblesdebano.com/raw/upload/v1669048338/products/450ddaec-e9fe-46dc-8e4d-98e2d54cf3bb/SANSA_EsquemasMontaje_1669048338.0408742.pdf,http://cdn.todomueblesdebano.com/raw/upload/v1669048349/products/450ddaec-e9fe-46dc-8e4d-98e2d54cf3bb/SANSA_FichaTecnica_1669048348.9867322.pdf,Royo Group,Colección Sansa,https://www.todomueblesdebano.com/conjunto-mueble-de-bano-royo-sansa-6-cajones-120-cm.html
Conjunto mueble de baño Royo Sansa,3 cajones con patas y lavabo Enzo de cerámica,"365,02€","441,65€","Nogal arenado, Lacado Blanco brillo, Lacado Azul Navy brillo, Gris arenado, Roble Colonial, Lacado Antracita brillo","{'Marca': '', 'Tamaño de lavabo': 'Lavabo cerámico mide 1cm más que el mueble.', 'Serie': 'Sansa', 'fondo': '46 cm', 'medida de alto': '85 cm', 'colocación': 'Con patas', 'Nº de cajones': '3', 'Tipos de cajones': 'Guías Hettich extracción total con cierre amortiguado', 'Material del mueble': 'Tablero de partículas de madera', 'Medida del grosor del lateral del mueble': '16 mm', 'Medida del grosor del frente del mueble': '16 mm', 'tirador': 'Uñero', 'Patas': 'Metálicas', 'Tipo de montaje': 'Montado (ensamblado de fábrica)', 'Medidas del lavabo': '1,5 cm mayor que el mueble (si el mueble mide 80x45 cm, el lavabo medirá 81,5x46,5 cm)', 'Medidas de la poza': '12,5 cm de profundidad', 'Material del lavabo': 'Cerámica', 'posición del seno': 'Lavabo de un seno centrado', 'Grosor del lavabo': '2 cm', 'fabricación': 'Estándar', 'garantía': '3 años'}",http://cdn.todomueblesdebano.com/raw/upload/v1669040629/products/8ff6af9e-7ad1-4235-9f22-6fe4375fac72/SANSA_EsquemasMontaje_1669040628.641474.pdf,http://cdn.todomueblesdebano.com/raw/upload/v1669040644/products/8ff6af9e-7ad1-4235-9f22-6fe4375fac72/SANSA_FichaTecnica_1669040643.3691292.pdf,Royo Group,Colección Sansa,https://www.todomueblesdebano.com/conjunto-mueble-de-bano-royo-sansa-3-cajones.html
Conjunto mueble de baño Royo Sansa,"120 cm, 4 cajones, suspendido con doble lavabo Enzo de cerámica","667,04€","807,07€","Gris arenado, Roble Colonial, Nogal arenado, Lacado Blanco brillo, Lacado Azul Navy brillo, Lacado Antracita brillo","{'Marca': '', 'Serie': 'Sansa', 'Tamaño de lavabo': 'Lavabo cerámico mide 1cm más que el mueble.', 'medida de ancho': '120 cm', 'fondo': '46 cm', 'medida de alto': '56.5 cm', 'colocación': 'Suspendido', 'Nº de cajones': '4', 'Tipos de cajones': 'Guías Hettich extracción total con cierre amortiguado', 'Material del mueble': 'Tablero de partículas de madera', 'Medida del grosor del lateral del mueble': '16 mm', 'Medida del grosor del frente del mueble': '16 mm', 'tirador': 'Uñero', 'Patas': 'Metálicas', 'Tipo de montaje': 'Montado (ensamblado de fábrica)', 'Medidas del lavabo': '1,5 cm mayor que el mueble (si el mueble mide 80x45 cm, el lavabo medirá 81,5x46,5 cm)', 'Medidas de la poza': '12 cm de profundidad', 'Material del lavabo': 'Cerámica', 'posición del seno': 'Lavabo de doble seno', 'Grosor del lavabo': '2,1 cm', 'fabricación': 'Estándar', 'garantía': '3 años'}",http://cdn.todomueblesdebano.com/raw/upload/v1669031974/products/5ad228e8-e265-457e-8238-7be2bf291c26/SANSA_EsquemasMontaje_1669031972.876109.pdf,http://cdn.todomueblesdebano.com/raw/upload/v1669031987/products/5ad228e8-e265-457e-8238-7be2bf291c26/SANSA_FichaTecnica_1669031986.521992.pdf,Royo Group,Colección Sansa,https://www.todomueblesdebano.com/conjunto-mueble-de-bano-royo-sansa-4-cajones-suspendido-120-cm.html
Conjunto mueble de baño Royo Sansa,"120 cm, 2 puertas + 2 cajones suspendido con lavabo Enzo de cerámica","518,36€","719,94€","Lacado Blanco brillo, Lacado Antracita brillo, Gris arenado, Nogal arenado, Lacado Azul Navy brillo, Roble Colonial","{'Marca': '', 'Serie': 'Sansa', 'Tamaño de lavabo': 'Lavabo cerámico mide 1cm más que el mueble.', 'medida de ancho': '120 cm', 'fondo': '46 cm', 'medida de alto': '56,5 cm', 'colocación': 'Suspendido', 'Nº de puertas': '2', 'Nº de cajones': '2', 'Tipos de cajones': 'Guías Hettich extracción total con cierre amortiguado', 'Material del mueble': 'Tablero de partículas de madera', 'Medida del grosor del lateral del mueble': '16 mm', 'Medida del grosor del frente del mueble': '16 mm', 'tirador': 'Uñero', 'Tipo de montaje': 'Montado (ensamblado de fábrica)', 'Medidas del lavabo': '1,5 cm mayor que el mueble (si el mueble mide 80x45 cm, el lavabo medirá 81,5x46,5 cm)', 'Medidas de la poza': '12 cm de profundidad', 'Material del lavabo': 'Cerámica', 'posición del seno': 'Lavabo de doble seno', 'Grosor del lavabo': '2,1 cm', 'Peso neto': '38,4 kg', 'fabricación': 'Estándar', 'garantía': '3 años'}",http://cdn.todomueblesdebano.com/raw/upload/v1669030109/products/81b7bdb1-d2ea-4425-81f4-c343679795ee/SANSA_EsquemasMontaje_1669030108.8065133.pdf,http://cdn.todomueblesdebano.com/raw/upload/v1669030121/products/81b7bdb1-d2ea-4425-81f4-c343679795ee/SANSA_FichaTecnica_1669030120.5633311.pdf,Royo Group,Colección Sansa,https://www.todomueblesdebano.com/conjunto-mueble-de-bano-royo-sansa-2-cajones-2-puertas-120-cm.html
